major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,132,-56.1162070716,321,0,22.9716988027,27.5439314627,0,28.0535479633,32.9778441801,9,2.44556546475e-06,3
101,188,-57.2375080124,321,0,22.9716988027,27.5439314627,0,27.822657033,26.8867671999,3,1.88907499195e-06,3
101,128,-64.7667580088,321,0,22.9716988027,27.5439314627,0,26.2308298789,29.7590456408,2,3.33675407194e-07,7
101,118,-66.218945743,321,0,22.9716988027,27.5439314627,0,26.1194933615,37.0533749589,19,2.38839099841e-07,7
101,180,-68.8562195602,321,0,22.9716988027,27.5439314627,0,27.1626309726,22.5783486241,4,1.30130184035e-07,7
101,190,-70.9849319411,321,0,22.9716988027,27.5439314627,0,27.7450070104,37.6772194926,1,7.97088981783e-08,15
101,143,-71.3693829688,321,0,22.9716988027,27.5439314627,0,18.2699028907,24.7526442618,6,7.2956115653e-08,15
101,186,-74.2877541121,321,0,22.9716988027,27.5439314627,0,8.22114748052,26.6898825301,11,3.72584332768e-08,15
101,179,-75.2055812761,321,0,22.9716988027,27.5439314627,0,13.2226465783,22.6178422904,7,3.01607316358e-08,15
101,141,-78.2046126696,321,0,22.9716988027,27.5439314627,0,22.392288987,35.1902750515,20,1.5119545387e-08,15
101,197,-78.4709120924,321,0,22.9716988027,27.5439314627,0,9.02954197705,21.6862928396,8,1.4220301052e-08,15
101,156,-81.9823366989,321,0,22.9716988027,27.5439314627,2,24.3411640007,31.8285761878,56,6.33528752689e-09,15
101,139,-82.1873711428,321,0,22.9716988027,27.5439314627,0,7.71642155667,30.416081979,14,6.0431432026e-09,15
101,160,-83.1920659198,321,0,22.9716988027,27.5439314627,1,27.8590484144,28.7765687751,24,4.79505295809e-09,15
101,205,-89.2236914221,321,0,22.9716988027,27.5439314627,1,26.0969946416,37.018767846,39,1.19572375637e-09,15
101,167,-90.1255853951,321,0,22.9716988027,27.5439314627,1,23.1016394277,24.4784397593,25,9.71496992533e-10,15
101,145,-90.2124976828,321,0,22.9716988027,27.5439314627,2,28.0508562441,35.899050609,43,9.52248356369e-10,15
101,146,-90.9719350707,321,0,22.9716988027,27.5439314627,0,9.42472360737,32.3956255105,15,7.9947795505e-10,15
101,181,-91.8858739287,321,0,22.9716988027,27.5439314627,2,25.9957380122,37.1919604126,58,6.47757734176e-10,15
101,125,-92.0,321,0,22.9716988027,27.5439314627,1,28.0346166835,43.2672430536,23,6.3095734448e-10,15
101,163,-92.0,321,0,22.9716988027,27.5439314627,2,28.2012726619,22.9166535704,44,6.3095734448e-10,15
101,149,-93.9793787268,321,0,22.9716988027,27.5439314627,0,9.58002374392,41.0512763804,16,4.00001967326e-10,15
101,161,-95.0,321,0,22.9716988027,27.5439314627,1,8.01889153388,26.7331959193,29,3.16227766017e-10,15
101,195,-95.0,321,0,22.9716988027,27.5439314627,2,28.2514109496,43.2173130662,42,3.16227766017e-10,15
101,196,-95.0,321,0,22.9716988027,27.5439314627,0,7.67759649968,37.6355936285,17,3.16227766017e-10,15
101,201,-96.0,321,0,22.9716988027,27.5439314627,1,22.8197192182,15.8821826423,26,2.51188643151e-10,15
101,182,-96.6936525217,321,0,22.9716988027,27.5439314627,1,27.9288969593,51.3350420929,22,2.14108913589e-10,15
